예찰일자,발생해역,적조생물,밀도(개체수/mL),수온,염분,좌표
2020-10-16,경남 남해도 미조면∼삼동면,Cochlodinium polykrikoides,60~160,21~21.1,30.7~30.8,"[128.15416,34.883335],[128.12083,34.816666],[128.11667,34.8125],[128.03334,34.725],[128.03334,34.729168],[128.0375,34.725],[128.0375,34.729168],[128.03334,34.716667],[128.03334,34.720833],[128.0375,34.716667],[128.0375,34.720833],[128.05,34.733334],[128.05,34.7375],[128.05417,34.733334],[128.05417,34.7375],[128.0625,34.75],[128.0625,34.758335],[128.05833,34.7625],[128.05833,34.783333],[128.05833,34.7875],[128.0625,34.783333],[128.0625,34.7875],[128.06667,34.775],[128.06667,34.779167],[128.07083,34.775],[128.07083,34.779167],[128.05,34.766666],[128.05,34.770832],[128.05417,34.766666],[128.05417,34.770832],[128.06667,34.791668],[128.06667,34.795834],[128.07083,34.791668],[128.07083,34.795834],[127.80417,34.604168],[127.808334,34.604168],[127.808334,34.6],[127.8125,34.604168],[127.8125,34.6],[127.808334,34.591667],[127.816666,34.604168],[127.808334,34.608334],[127.816666,34.6],[127.8125,34.608334],[127.816666,34.608334],[127.82083,34.608334],[127.82083,34.604168],[127.82083,34.6],[127.8125,34.595833],[127.8125,34.591667],[127.808334,34.595833],[127.80417,34.6],[127.80417,34.608334],[127.816666,34.591667],[127.816666,34.595833],[127.82083,34.595833],[127.816666,34.583332],[127.816666,34.5875],[127.82083,34.583332],[127.82083,34.5875],[127.825,34.583332],[127.825,34.5875],[127.82917,34.583332],[127.82917,34.5875],[127.825,34.575],[127.825,34.579166],[127.82917,34.575],[127.82917,34.579166],[127.825,34.591667],[127.825,34.595833],[127.82917,34.591667],[127.82917,34.595833],[127.816666,34.575],[127.816666,34.579166],[127.82083,34.575],[127.82083,34.579166],[127.82083,34.591667],[127.816666,34.625],[127.816666,34.629166],[127.82083,34.625],[127.82083,34.629166],[127.833336,34.575],[127.833336,34.579166],[127.8375,34.575],[127.8375,34.579166],[127.84167,34.575],[127.84167,34.579166],[127.84583,34.575],[127.84583,34.579166],[127.84167,34.583332],[127.84167,34.5875],[127.84583,34.583332],[127.84583,34.5875],[127.833336,34.583332],[127.833336,34.5875],[127.8375,34.583332],[127.8375,34.5875],[127.85,34.575],[127.85,34.579166],[127.854164,34.575],[127.854164,34.579166],[127.85,34.583332],[127.85,34.5875],[127.854164,34.583332],[127.854164,34.5875],[127.85833,34.575],[127.85833,34.579166],[127.8625,34.575],[127.8625,34.579166],[127.85833,34.583332],[127.85833,34.5875],[127.8625,34.583332],[127.8625,34.5875],[127.833336,34.566666],[127.833336,34.570835],[127.8375,34.566666],[127.8375,34.570835],[127.84167,34.566666],[127.84167,34.570835],[127.84583,34.566666],[127.84583,34.570835],[127.85,34.566666],[127.85,34.570835],[127.854164,34.566666],[127.854164,34.570835],[127.85833,34.566666],[127.85833,34.570835],[127.8625,34.566666],[127.8625,34.570835]"
2020-10-16,전남 여수 돌산 ,Cochlodinium polykrikoides,30~380,20.6~20.8,30.9~32.9,"[128.15416,34.883335],[128.12083,34.816666],[128.11667,34.8125],[128.03334,34.725],[128.03334,34.729168],[128.0375,34.725],[128.0375,34.729168],[128.03334,34.716667],[128.03334,34.720833],[128.0375,34.716667],[128.0375,34.720833],[128.05,34.733334],[128.05,34.7375],[128.05417,34.733334],[128.05417,34.7375],[128.0625,34.75],[128.0625,34.758335],[128.05833,34.7625],[128.05833,34.783333],[128.05833,34.7875],[128.0625,34.783333],[128.0625,34.7875],[128.06667,34.775],[128.06667,34.779167],[128.07083,34.775],[128.07083,34.779167],[128.05,34.766666],[128.05,34.770832],[128.05417,34.766666],[128.05417,34.770832],[128.06667,34.791668],[128.06667,34.795834],[128.07083,34.791668],[128.07083,34.795834],[127.80417,34.604168],[127.808334,34.604168],[127.808334,34.6],[127.8125,34.604168],[127.8125,34.6],[127.808334,34.591667],[127.816666,34.604168],[127.808334,34.608334],[127.816666,34.6],[127.8125,34.608334],[127.816666,34.608334],[127.82083,34.608334],[127.82083,34.604168],[127.82083,34.6],[127.8125,34.595833],[127.8125,34.591667],[127.808334,34.595833],[127.80417,34.6],[127.80417,34.608334],[127.816666,34.591667],[127.816666,34.595833],[127.82083,34.595833],[127.816666,34.583332],[127.816666,34.5875],[127.82083,34.583332],[127.82083,34.5875],[127.825,34.583332],[127.825,34.5875],[127.82917,34.583332],[127.82917,34.5875],[127.825,34.575],[127.825,34.579166],[127.82917,34.575],[127.82917,34.579166],[127.825,34.591667],[127.825,34.595833],[127.82917,34.591667],[127.82917,34.595833],[127.816666,34.575],[127.816666,34.579166],[127.82083,34.575],[127.82083,34.579166],[127.82083,34.591667],[127.816666,34.625],[127.816666,34.629166],[127.82083,34.625],[127.82083,34.629166],[127.833336,34.575],[127.833336,34.579166],[127.8375,34.575],[127.8375,34.579166],[127.84167,34.575],[127.84167,34.579166],[127.84583,34.575],[127.84583,34.579166],[127.84167,34.583332],[127.84167,34.5875],[127.84583,34.583332],[127.84583,34.5875],[127.833336,34.583332],[127.833336,34.5875],[127.8375,34.583332],[127.8375,34.5875],[127.85,34.575],[127.85,34.579166],[127.854164,34.575],[127.854164,34.579166],[127.85,34.583332],[127.85,34.5875],[127.854164,34.583332],[127.854164,34.5875],[127.85833,34.575],[127.85833,34.579166],[127.8625,34.575],[127.8625,34.579166],[127.85833,34.583332],[127.85833,34.5875],[127.8625,34.583332],[127.8625,34.5875],[127.833336,34.566666],[127.833336,34.570835],[127.8375,34.566666],[127.8375,34.570835],[127.84167,34.566666],[127.84167,34.570835],[127.84583,34.566666],[127.84583,34.570835],[127.85,34.566666],[127.85,34.570835],[127.854164,34.566666],[127.854164,34.570835],[127.85833,34.566666],[127.85833,34.570835],[127.8625,34.566666],[127.8625,34.570835]"
2020-10-16,경남 고성 하이면∼ 통영 수우도,Cochlodinium polykrikoides,25~180,20.9~21,30.9~32,"[128.15416,34.883335],[128.12083,34.816666],[128.11667,34.8125],[128.03334,34.725],[128.03334,34.729168],[128.0375,34.725],[128.0375,34.729168],[128.03334,34.716667],[128.03334,34.720833],[128.0375,34.716667],[128.0375,34.720833],[128.05,34.733334],[128.05,34.7375],[128.05417,34.733334],[128.05417,34.7375],[128.0625,34.75],[128.0625,34.758335],[128.05833,34.7625],[128.05833,34.783333],[128.05833,34.7875],[128.0625,34.783333],[128.0625,34.7875],[128.06667,34.775],[128.06667,34.779167],[128.07083,34.775],[128.07083,34.779167],[128.05,34.766666],[128.05,34.770832],[128.05417,34.766666],[128.05417,34.770832],[128.06667,34.791668],[128.06667,34.795834],[128.07083,34.791668],[128.07083,34.795834],[127.80417,34.604168],[127.808334,34.604168],[127.808334,34.6],[127.8125,34.604168],[127.8125,34.6],[127.808334,34.591667],[127.816666,34.604168],[127.808334,34.608334],[127.816666,34.6],[127.8125,34.608334],[127.816666,34.608334],[127.82083,34.608334],[127.82083,34.604168],[127.82083,34.6],[127.8125,34.595833],[127.8125,34.591667],[127.808334,34.595833],[127.80417,34.6],[127.80417,34.608334],[127.816666,34.591667],[127.816666,34.595833],[127.82083,34.595833],[127.816666,34.583332],[127.816666,34.5875],[127.82083,34.583332],[127.82083,34.5875],[127.825,34.583332],[127.825,34.5875],[127.82917,34.583332],[127.82917,34.5875],[127.825,34.575],[127.825,34.579166],[127.82917,34.575],[127.82917,34.579166],[127.825,34.591667],[127.825,34.595833],[127.82917,34.591667],[127.82917,34.595833],[127.816666,34.575],[127.816666,34.579166],[127.82083,34.575],[127.82083,34.579166],[127.82083,34.591667],[127.816666,34.625],[127.816666,34.629166],[127.82083,34.625],[127.82083,34.629166],[127.833336,34.575],[127.833336,34.579166],[127.8375,34.575],[127.8375,34.579166],[127.84167,34.575],[127.84167,34.579166],[127.84583,34.575],[127.84583,34.579166],[127.84167,34.583332],[127.84167,34.5875],[127.84583,34.583332],[127.84583,34.5875],[127.833336,34.583332],[127.833336,34.5875],[127.8375,34.583332],[127.8375,34.5875],[127.85,34.575],[127.85,34.579166],[127.854164,34.575],[127.854164,34.579166],[127.85,34.583332],[127.85,34.5875],[127.854164,34.583332],[127.854164,34.5875],[127.85833,34.575],[127.85833,34.579166],[127.8625,34.575],[127.8625,34.579166],[127.85833,34.583332],[127.85833,34.5875],[127.8625,34.583332],[127.8625,34.5875],[127.833336,34.566666],[127.833336,34.570835],[127.8375,34.566666],[127.8375,34.570835],[127.84167,34.566666],[127.84167,34.570835],[127.84583,34.566666],[127.84583,34.570835],[127.85,34.566666],[127.85,34.570835],[127.854164,34.566666],[127.854164,34.570835],[127.85833,34.566666],[127.85833,34.570835],[127.8625,34.566666],[127.8625,34.570835]"
2020-10-15,경남 남해도 미조면∼삼동면,Cochlodinium polykrikoides,60~600,21.2~21.2,31.7~31.9,"[128.06667,34.733334],[128.0625,34.729168],[128.05833,34.729168],[128.075,34.741665],[128.07916,34.75],[128.07916,34.745834],[128.0375,34.729168],[128.04584,34.733334],[128.0625,34.7125],[128.05,34.7375],[128.04584,34.716667],[128.08333,34.758335],[128.08333,34.7625],[128.0875,34.758335],[128.0875,34.7625],[128.075,34.791668],[128.075,34.795834],[128.07916,34.791668],[128.07916,34.795834],[128.08333,34.783333],[128.08333,34.7875],[128.0875,34.783333],[128.0875,34.7875],[128.08333,34.775],[128.08333,34.779167],[128.0875,34.775],[128.0875,34.779167],[128.075,34.766666],[128.075,34.770832],[128.07916,34.766666],[128.07916,34.770832],[128.0625,34.783333],[128.05,34.775],[128.05833,34.758335],[128.15,34.9],[128.15416,34.9],[128.175,34.858334],[128.16667,34.858334],[128.17084,34.858334],[128.17917,34.858334],[128.18333,34.858334],[128.1875,34.858334],[128.175,34.875],[128.175,34.870834],[128.175,34.866665],[128.175,34.8625],[127.808334,34.616665],[127.8125,34.6125],[127.8125,34.608334],[127.816666,34.604168]"
2020-10-15,전남 여수 돌산 ,Cochlodinium polykrikoides,150~150,20.9~21.2,30.3~31.4,"[128.06667,34.733334],[128.0625,34.729168],[128.05833,34.729168],[128.075,34.741665],[128.07916,34.75],[128.07916,34.745834],[128.0375,34.729168],[128.04584,34.733334],[128.0625,34.7125],[128.05,34.7375],[128.04584,34.716667],[128.08333,34.758335],[128.08333,34.7625],[128.0875,34.758335],[128.0875,34.7625],[128.075,34.791668],[128.075,34.795834],[128.07916,34.791668],[128.07916,34.795834],[128.08333,34.783333],[128.08333,34.7875],[128.0875,34.783333],[128.0875,34.7875],[128.08333,34.775],[128.08333,34.779167],[128.0875,34.775],[128.0875,34.779167],[128.075,34.766666],[128.075,34.770832],[128.07916,34.766666],[128.07916,34.770832],[128.0625,34.783333],[128.05,34.775],[128.05833,34.758335],[128.15,34.9],[128.15416,34.9],[128.175,34.858334],[128.16667,34.858334],[128.17084,34.858334],[128.17917,34.858334],[128.18333,34.858334],[128.1875,34.858334],[128.175,34.875],[128.175,34.870834],[128.175,34.866665],[128.175,34.8625],[127.808334,34.616665],[127.8125,34.6125],[127.8125,34.608334],[127.816666,34.604168]"
2020-10-15,경남 고성 하이면,Cochlodinium polykrikoides,160~580,21.5~21.6,32~32,"[128.06667,34.733334],[128.0625,34.729168],[128.05833,34.729168],[128.075,34.741665],[128.07916,34.75],[128.07916,34.745834],[128.0375,34.729168],[128.04584,34.733334],[128.0625,34.7125],[128.05,34.7375],[128.04584,34.716667],[128.08333,34.758335],[128.08333,34.7625],[128.0875,34.758335],[128.0875,34.7625],[128.075,34.791668],[128.075,34.795834],[128.07916,34.791668],[128.07916,34.795834],[128.08333,34.783333],[128.08333,34.7875],[128.0875,34.783333],[128.0875,34.7875],[128.08333,34.775],[128.08333,34.779167],[128.0875,34.775],[128.0875,34.779167],[128.075,34.766666],[128.075,34.770832],[128.07916,34.766666],[128.07916,34.770832],[128.0625,34.783333],[128.05,34.775],[128.05833,34.758335],[128.15,34.9],[128.15416,34.9],[128.175,34.858334],[128.16667,34.858334],[128.17084,34.858334],[128.17917,34.858334],[128.18333,34.858334],[128.1875,34.858334],[128.175,34.875],[128.175,34.870834],[128.175,34.866665],[128.175,34.8625],[127.808334,34.616665],[127.8125,34.6125],[127.8125,34.608334],[127.816666,34.604168]"
2020-10-14,경남 남해도 미조면∼삼동면,Cochlodinium polykrikoides,20~540,21.2~21.2,31.7~31.8,"[127.808334,34.625],[127.808334,34.620834],[127.8125,34.629166],[128.05417,34.733334],[128.05,34.733334],[128.04167,34.729168],[128.0625,34.775],[128.06667,34.770832],[128.075,34.8125],[128.075,34.808334],[128.14166,34.8875],[128.14583,34.8875]"
2020-10-14,전남 여수 돌산 ,Cochlodinium polykrikoides,30~30,21~21.4,30.7~31.3,"[127.808334,34.625],[127.808334,34.620834],[127.8125,34.629166],[128.05417,34.733334],[128.05,34.733334],[128.04167,34.729168],[128.0625,34.775],[128.06667,34.770832],[128.075,34.8125],[128.075,34.808334],[128.14166,34.8875],[128.14583,34.8875]"
2020-10-14,경남 고성 하이면,Cochlodinium polykrikoides,240~760,21.4~21.5,32~32.1,"[127.808334,34.625],[127.808334,34.620834],[127.8125,34.629166],[128.05417,34.733334],[128.05,34.733334],[128.04167,34.729168],[128.0625,34.775],[128.06667,34.770832],[128.075,34.8125],[128.075,34.808334],[128.14166,34.8875],[128.14583,34.8875]"
2020-10-13,"경남 남해도 남면, 미조면∼삼동면",Cochlodinium polykrikoides,20~60,21.4~21.4,31.7~31.7,"[128.06667,34.783333],[128.06667,34.7875],[128.07083,34.783333],[128.07083,34.7875],[128.04584,34.716667],[128.0375,34.720833],[128.04167,34.729168],[128.11667,34.833332],[128.11667,34.8375],[128.12083,34.833332],[128.12083,34.8375],[128.11667,34.841667],[128.11667,34.845833],[128.12083,34.841667],[128.12083,34.845833],[128.17084,34.7125],[128.16667,34.716667],[128.17084,34.716667],[128.16667,34.720833],[128.16667,34.725],[128.17084,34.720833]"
2020-10-13,"통영 수우도, 두미도",Cochlodinium polykrikoides,30~56,21.7~21.8,31.1~31.2,"[128.06667,34.783333],[128.06667,34.7875],[128.07083,34.783333],[128.07083,34.7875],[128.04584,34.716667],[128.0375,34.720833],[128.04167,34.729168],[128.11667,34.833332],[128.11667,34.8375],[128.12083,34.833332],[128.12083,34.8375],[128.11667,34.841667],[128.11667,34.845833],[128.12083,34.841667],[128.12083,34.845833],[128.17084,34.7125],[128.16667,34.716667],[128.17084,34.716667],[128.16667,34.720833],[128.16667,34.725],[128.17084,34.720833]"
2020-10-12,"    경남 남해도 남면, 미조면∼삼동면",Cochlodinium polykrikoides,30~80,21.4~21.5,30.6~31.7,"[128.06667,34.783333],[128.06667,34.7875],[128.06667,34.791668],[128.06667,34.795834],[128.07083,34.783333],[128.07083,34.7875],[128.07083,34.791668],[128.07083,34.795834],[128.075,34.783333],[128.075,34.7875],[128.075,34.791668],[128.075,34.795834],[128.07916,34.783333],[128.07916,34.7875],[128.07916,34.791668],[128.07916,34.795834],[128.04167,34.716667],[128.04167,34.720833],[128.04584,34.716667],[128.04584,34.720833],[128.04167,34.733334],[128.04167,34.7375],[128.04584,34.733334],[128.04584,34.7375],[128.05833,34.75],[128.05833,34.754166],[128.0625,34.75],[128.0625,34.754166],[128.06667,34.75],[128.06667,34.754166],[128.07083,34.75],[128.07083,34.754166],[128.0375,34.725],[128.0375,34.729168],[128.04167,34.725],[128.04167,34.729168],[127.825,34.733334],[127.825,34.7375],[127.82917,34.733334],[127.82917,34.7375],[127.833336,34.741665],[127.833336,34.745834],[127.8375,34.741665],[127.8375,34.745834],[127.875,34.7],[127.870834,34.7],[127.870834,34.695835],[127.875,34.695835],[127.86667,34.7],[127.8625,34.7],[127.8625,34.695835],[127.86667,34.695835]"
2020-10-11,"    
   경남 남해도 상주면∼미조면∼삼동면


     ",Cochlodinium polykrikoides,50~300,21.3~21.4,30.4~31.4,"[128.03334,34.716667],[128.03334,34.720833],[128.03334,34.725],[128.03334,34.729168],[128.0375,34.716667],[128.0375,34.720833],[128.0375,34.725],[128.0375,34.729168],[128.04167,34.716667],[128.04167,34.720833],[128.04167,34.725],[128.04167,34.729168],[128.04584,34.716667],[128.04584,34.720833],[128.04584,34.725],[128.04584,34.729168],[128.06667,34.716667],[128.06667,34.720833],[128.06667,34.725],[128.06667,34.729168],[128.07083,34.716667],[128.07083,34.720833],[128.07083,34.725],[128.07083,34.729168],[128.075,34.716667],[128.075,34.720833],[128.075,34.725],[128.075,34.729168],[128.07916,34.716667],[128.07916,34.720833],[128.07916,34.725],[128.07916,34.729168],[128.05,34.783333],[128.05,34.7875],[128.05,34.791668],[128.05,34.795834],[128.05417,34.783333],[128.05417,34.7875],[128.05417,34.791668],[128.05417,34.795834],[128.05833,34.783333],[128.05833,34.7875],[128.05833,34.791668],[128.05833,34.795834],[128.0625,34.783333],[128.0625,34.7875],[128.0625,34.791668],[128.0625,34.795834],[128.05,34.766666],[128.05,34.770832],[128.05,34.775],[128.05,34.779167],[128.05417,34.766666],[128.05417,34.770832],[128.05417,34.775],[128.05417,34.779167],[128.05833,34.766666],[128.05833,34.770832],[128.05833,34.775],[128.05833,34.779167],[128.0625,34.766666],[128.0625,34.770832],[128.0625,34.775],[128.0625,34.779167],[128.06667,34.75],[128.06667,34.754166],[128.06667,34.758335],[128.06667,34.7625],[128.07083,34.75],[128.07083,34.754166],[128.07083,34.758335],[128.07083,34.7625],[128.075,34.75],[128.075,34.754166],[128.075,34.758335],[128.075,34.7625],[128.07916,34.75],[128.07916,34.754166],[128.07916,34.758335],[128.07916,34.7625],[127.933334,34.708332],[127.933334,34.7125],[127.9375,34.708332],[127.9375,34.7125]"
2020-10-10,경남 남해도 상주면~미조면~삼동면,Cochlodinium polykrikoides,70~300,21.5~21.8,30.7~30.8,"[127.9375,34.7125],[127.941666,34.7125],[127.941666,34.708332],[127.9375,34.708332],[127.933334,34.708332],[127.933334,34.704166],[127.933334,34.7],[127.9375,34.7],[127.9375,34.704166],[127.941666,34.704166],[127.941666,34.7],[127.94583,34.7],[127.95,34.7],[127.94583,34.704166],[127.99167,34.695835],[127.9875,34.695835],[127.95,34.695835],[127.94583,34.695835],[127.941666,34.695835],[127.9375,34.695835],[127.933334,34.695835],[128.0,34.695835],[128.04584,34.7125],[128.05417,34.733334],[128.05,34.733334],[128.05417,34.729168],[128.05833,34.729168],[128.05833,34.791668],[128.05833,34.7875],[128.05417,34.7875],[128.05417,34.783333],[128.05,34.783333],[128.05,34.779167],[128.05417,34.779167],[128.05,34.775],[128.05417,34.770832],[128.05,34.770832],[128.05417,34.775],[128.05417,34.766666],[128.05833,34.783333]"
2020-10-09,"남해군 남면 홍현,  미조면 본촌, 삼동면 은점",Cochlodinium polykrikoides,,21.6~21.6,30.7~30.7,"[127.9125,34.7375],[127.9125,34.741665],[127.9125,34.733334],[128.0375,34.716667],[128.05833,34.7875]"
2020-10-08,"남해군 남면 홍현~가천, 미조면 본촌, 삼동면 양화금",Cochlodinium polykrikoides,20~70,21.5~21.9,30.1~30.8,"[128.04167,34.716667],[128.0625,34.820835],[127.9125,34.716667],[127.8875,34.704166],[127.8875,34.708332],[127.9125,34.741665],[127.88333,34.708332],[127.88333,34.704166],[127.84167,34.704166],[127.84167,34.708332],[127.84583,34.704166],[127.84583,34.708332],[127.9125,34.7375],[127.85833,34.695835],[127.8625,34.695835],[127.86667,34.695835]"
2020-10-07,"남해군 이동면 용소~남면 두곡~홍현, 미조면 초전",Cochlodinium polykrikoides,20~50,22.4~22.4,30.7~30.7,"[127.916664,34.75],[127.916664,34.745834],[127.92917,34.758335],[127.925,34.758335],[127.9125,34.7625],[127.9125,34.758335],[127.916664,34.7375],[128.0375,34.720833]"
2020-10-06,남해군 이동면 용소~원천~상주면 노도해역,Cochlodinium polykrikoides,10~50,22.3~22.3,30.7~30.7,"[127.933334,34.766666],[127.933334,34.770832],[127.9375,34.766666],[127.9375,34.770832],[127.916664,34.758335],[127.916664,34.7625],[127.92083,34.758335],[127.92083,34.7625],[127.933334,34.741665],[127.933334,34.745834],[127.9375,34.741665],[127.9375,34.745834],[127.925,34.733334],[127.925,34.7375],[127.92917,34.733334],[127.92917,34.7375]"
2020-09-17,, ,,,,
2020-09-16,전남 여수 월호수도,Cochlodinium polykrikoides,8~8,23.9~24.3,30.2~30.4,
2020-09-15,전남 여수 함구미,Cochlodinium polykrikoides,2~2,24.1~24.6,30.1~30.7,
2020-09-14,"전남 여수 남면, 돌산, 금오",Cochlodinium polykrikoides,.4~4,24~24.5,29.4~30.4,
2020-09-13,"전남 여수 화정 개도, 보돌바다",Cochlodinium polykrikoides,.7~2.3,24~24.9,30.6~31.3,
2020-09-12,"전남 여수 남면, 돌산 연안",Cochlodinium polykrikoides,0~0,23.9~24.4,28.2~29.8,
2020-09-11,"전남 여수 남면, 돌산 연안",Cochlodinium polykrikoides,0~0,23.8~24.4,26.9~30.7,
2020-09-10,"전남 여수 남면, 돌산 연안",Cochlodinium polykrikoides,0~0,23.6~24.9,27.8~31,
